PM2.5,PM10,NO,NO2,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI_Bucket
25.42,79.97,5.01,22.74,14.25,0.32,7.79,17.95,1.21,10.1,7.09,3
21.61,55.67,4.94,18.35,16.15,0.33,9.3,19.94,0.5,4.43,0.39,3
34.85,91.9,9.53,24.19,13.82,0.42,8.8,23.55,1.1,9.66,0.58,3
38.35,94.94,6.64,32.15,13.3,0.46,7.75,27.14,2.14,19.72,6.36,3
33.85,66.55,7.83,38.45,13.33,0.57,6.42,25.02,2.2,19.46,2.91,3
35.06,53.38,10.31,35.45,15.82,0.59,5.67,20.9,1.91,14.05,8.14,3
41.83,77.55,11.55,36.44,13.71,0.6,6.0,21.97,3.3,34.71,8.36,3
42.24,85.86,5.8,36.56,13.25,0.53,7.04,30.31,2.82,32.63,7.44,3
43.69,89.53,6.25,36.45,14.45,0.51,6.77,27.22,2.99,37.23,5.4,3
48.98,89.05,8.74,33.93,21.78,0.5,7.78,22.86,3.04,28.66,7.68,1
35.58,61.65,4.05,22.67,18.61,0.41,8.41,24.49,1.45,9.79,1.23,3
39.68,63.97,5.07,25.48,14.17,0.45,6.81,21.89,1.45,19.66,4.07,3
38.6,84.63,6.3,31.56,16.06,0.45,6.9,21.57,2.1,24.43,7.6,3
40.88,97.71,3.8,30.3,13.54,0.42,7.14,23.53,1.48,17.65,12.12,3
37.91,78.9,5.26,27.55,22.26,0.38,8.39,21.72,1.37,6.3,1.25,3
27.29,58.1,3.66,23.11,15.98,0.34,6.23,27.07,0.69,3.53,0.59,3
32.25,62.49,3.76,27.46,14.76,0.44,6.13,28.19,1.06,7.74,0.78,3
34.94,68.68,7.01,36.88,12.23,0.62,5.85,21.51,1.73,9.9,1.5,3
41.46,86.95,10.7,38.18,14.0,0.66,6.42,20.19,2.47,23.18,3.13,3
53.68,107.41,19.37,44.83,17.8,0.8,8.2,16.94,4.16,37.37,9.91,1
43.09,78.57,7.32,36.52,15.36,0.54,6.93,24.45,2.37,20.49,2.19,3
45.92,99.06,12.36,38.03,16.4,0.58,7.03,15.53,3.95,35.75,14.97,3
55.39,107.62,18.14,38.38,18.0,0.64,7.08,17.26,4.27,41.79,24.06,3
67.69,129.23,17.39,37.28,22.86,0.62,9.16,24.96,5.97,47.79,15.5,1
63.16,122.8,6.21,38.16,17.1,0.5,7.78,23.41,2.92,29.8,2.79,1
37.8,80.37,8.25,33.16,14.39,0.49,5.89,22.58,2.42,20.15,5.23,3
36.5,79.0,5.25,32.41,13.47,0.45,5.74,23.91,1.66,15.38,1.19,3
39.63,85.85,6.61,33.83,14.36,0.45,5.14,24.63,2.19,17.12,1.33,3
39.8,103.38,5.91,34.47,13.88,0.43,6.26,29.57,2.91,19.13,1.37,3
56.36,136.25,7.79,42.33,15.35,0.56,8.43,29.21,4.05,31.53,5.93,1
65.91,139.95,5.65,39.75,16.63,0.5,6.99,29.27,3.02,29.46,6.31,1
64.44,144.33,6.46,40.33,15.8,0.56,9.45,28.65,3.34,35.14,3.19,1
60.07,146.71,8.4,46.53,18.89,0.54,17.26,23.73,5.46,56.11,18.56,1
56.5,150.65,7.83,48.32,15.44,0.48,13.82,21.94,4.33,39.8,28.24,1
52.63,148.36,5.23,43.03,22.61,0.46,14.89,25.52,3.68,29.56,24.01,1
54.39,132.24,6.33,42.79,18.36,0.53,13.5,27.9,3.35,36.12,19.53,1
58.56,130.27,13.85,46.54,15.35,0.64,10.8,21.39,4.92,45.43,14.77,1
54.35,111.45,6.53,36.76,14.78,0.47,9.08,27.41,4.0,40.2,14.87,1
58.24,107.55,4.47,35.21,14.13,0.53,9.14,28.29,3.18,33.54,2.0,3
53.26,90.41,6.11,32.39,13.5,0.46,4.76,26.04,2.71,25.89,2.12,1
41.03,53.89,6.99,34.67,12.6,0.58,4.21,19.11,1.99,15.05,1.68,3
40.35,57.72,6.18,31.81,11.42,0.55,3.64,21.12,1.76,15.32,1.17,3
43.99,80.57,9.66,37.92,9.8,0.52,3.92,24.15,2.14,15.35,2.31,3
58.44,128.56,8.23,47.2,12.06,0.68,6.19,26.5,3.78,34.82,5.02,1
61.34,131.27,6.33,44.57,11.97,0.61,5.23,26.96,2.41,26.89,5.56,1
66.82,144.33,10.4,51.4,17.06,0.72,9.47,27.86,3.99,40.01,7.44,1
67.12,139.91,5.57,45.12,12.98,0.67,6.04,30.64,3.35,25.37,3.97,1
67.52,125.13,5.09,46.11,15.3,0.89,6.88,28.14,3.46,41.47,7.03,1
60.72,124.74,8.06,45.35,10.89,0.61,8.39,28.84,3.58,29.89,6.28,1
48.68,123.62,6.28,47.97,8.4,0.46,11.76,31.72,3.17,27.27,2.37,1
57.44,145.22,13.24,60.75,10.5,0.68,16.45,27.8,6.3,54.43,13.98,1
56.51,134.88,10.74,46.84,12.03,0.55,14.29,36.66,6.21,60.02,10.85,1
56.02,130.4,4.14,46.3,10.69,0.5,19.41,41.62,5.25,52.36,5.56,1
57.32,121.32,5.54,47.35,11.99,0.58,14.14,41.46,5.31,42.2,8.99,1
56.98,120.91,8.65,47.69,11.49,0.56,14.98,34.51,4.83,33.6,14.01,1
50.87,109.17,9.71,45.19,11.95,0.59,11.42,26.9,3.91,32.09,8.22,1
34.07,76.12,8.83,37.54,11.79,0.56,6.15,19.95,3.24,28.26,5.21,3
25.96,59.8,6.81,32.84,10.51,0.48,4.13,23.14,1.89,11.06,1.46,3
24.88,48.95,4.85,30.95,9.51,0.51,3.89,25.91,1.44,10.1,0.95,3
32.8,68.87,5.38,36.41,8.99,0.53,4.62,27.53,1.86,10.96,1.31,3
44.66,94.97,5.82,39.76,9.87,0.58,5.76,31.15,2.59,16.8,3.93,3
54.63,103.16,4.8,38.84,10.34,0.52,8.73,34.91,2.23,16.75,1.3,3
59.82,109.93,3.82,35.89,10.25,0.55,7.39,41.0,1.83,8.74,1.08,1
64.36,125.75,4.45,42.33,9.96,0.54,10.52,36.77,2.96,23.02,2.22,1
69.5,136.07,4.22,44.02,10.22,0.58,16.11,42.35,3.67,27.46,1.99,1
61.15,129.81,4.84,44.85,9.52,0.58,18.58,44.0,3.89,39.61,6.93,1
62.68,148.54,7.17,50.55,9.49,0.58,27.46,43.16,5.14,38.79,4.06,1
66.08,150.01,10.08,56.68,11.75,0.68,32.99,34.36,6.78,53.46,10.63,1
67.28,159.01,10.49,60.17,12.04,0.76,28.68,35.17,6.23,54.91,13.56,1
58.4,140.37,9.82,52.31,11.78,0.73,23.55,30.37,4.71,39.56,17.29,1
46.2,115.57,7.78,45.12,12.59,0.61,14.26,25.38,4.55,37.94,12.65,1
23.09,59.77,6.46,32.04,11.7,0.47,4.64,20.36,1.68,11.13,1.17,3
19.06,50.4,7.14,29.19,9.77,0.43,4.63,18.99,1.2,8.96,0.72,3
26.04,61.77,5.61,32.18,9.11,0.45,4.53,21.05,1.3,7.29,0.92,3
52.12,112.36,7.09,43.52,9.7,0.58,9.77,29.47,3.02,24.34,1.66,3
63.08,139.98,5.82,44.09,9.74,0.58,13.92,36.71,3.66,32.4,1.71,1
66.0,137.89,4.81,46.07,9.64,0.6,9.72,34.42,2.57,17.72,2.21,1
71.81,147.11,7.22,47.8,10.43,0.65,15.7,32.72,4.48,30.82,14.82,1
72.98,155.13,8.56,53.95,10.78,0.72,15.99,36.63,4.52,37.53,10.4,1
69.28,149.67,4.95,50.29,9.59,0.64,16.75,46.4,3.27,30.13,2.17,1
63.01,150.75,5.59,53.44,8.97,0.67,18.36,44.11,4.19,40.63,2.91,1
69.91,152.94,6.32,59.24,10.25,0.74,11.85,41.07,3.59,20.25,2.68,1
73.48,155.16,6.86,59.43,11.11,0.77,8.85,43.73,3.45,15.27,2.45,1
72.26,153.14,11.19,65.02,11.13,0.81,14.12,34.93,5.26,36.89,4.64,1
67.69,145.96,7.06,56.72,10.92,0.67,20.32,40.48,5.29,41.06,12.75,1
69.94,147.06,6.95,56.11,10.94,0.72,13.09,35.54,3.57,27.45,6.58,1
71.17,145.82,7.24,52.98,12.06,0.74,9.29,34.25,3.22,20.7,2.28,1
74.62,145.29,5.43,48.78,12.31,0.75,7.79,36.37,3.01,16.07,2.53,1
77.72,147.65,6.32,47.55,12.49,0.76,8.53,37.26,3.19,21.43,5.61,1
67.3,118.13,3.28,40.48,11.3,0.7,5.66,33.84,2.13,9.26,0.87,1
62.87,111.3,5.26,41.39,11.58,0.74,4.21,29.75,2.39,12.49,1.53,1
61.66,92.8,3.74,32.11,11.09,0.64,4.65,31.2,2.35,12.22,1.01,1
76.14,122.93,4.44,34.16,12.1,0.71,4.23,36.84,2.47,9.73,1.3,1
78.36,131.2,4.34,33.76,9.87,0.74,5.66,36.66,1.63,7.35,0.59,1
77.94,132.25,4.06,30.74,10.81,0.63,5.63,36.29,1.29,6.15,0.91,1
76.22,145.09,4.87,39.51,13.3,0.73,7.25,31.26,2.8,19.03,10.42,1
74.78,134.84,3.74,36.07,11.93,0.68,5.85,36.7,2.23,11.58,2.9,1
74.19,123.7,3.87,37.39,11.45,0.67,4.46,34.73,2.4,13.27,1.86,1
74.48,119.8,4.96,41.82,13.69,0.8,6.86,24.87,3.65,27.29,2.03,1
75.15,134.26,4.81,38.42,12.75,0.62,13.68,37.42,3.48,29.08,0.95,1
76.15,149.24,4.2,39.24,11.76,0.61,16.29,49.21,4.19,29.84,7.28,1
59.61,95.42,3.61,33.95,10.46,0.53,12.91,34.28,3.79,25.71,4.7,1
22.35,34.08,5.64,29.09,9.2,0.4,9.12,20.98,2.48,32.46,1.62,3
32.77,62.25,6.1,33.97,8.77,0.47,9.12,23.73,2.26,23.38,3.49,3
44.72,93.15,10.97,43.69,9.49,0.67,11.57,22.1,2.87,33.51,9.98,3
55.1,107.95,6.18,48.47,10.79,0.64,12.56,27.57,3.25,34.17,9.43,1
72.66,139.71,5.48,52.59,13.22,0.67,10.82,36.75,3.49,30.97,6.86,1
78.01,138.69,5.23,41.45,16.4,0.68,7.12,42.72,2.6,17.11,4.8,1
76.81,154.46,3.25,44.67,13.72,0.68,10.6,34.26,3.67,25.64,7.54,1
73.18,149.61,3.91,46.1,12.02,0.61,8.93,43.56,3.39,25.34,2.22,1
67.91,119.15,5.14,36.25,12.18,0.69,6.85,39.08,1.84,11.39,1.27,1
68.06,134.16,7.16,38.87,13.96,0.63,10.27,28.38,2.61,19.67,9.82,1
64.1,138.43,6.93,44.84,13.36,0.62,16.12,36.78,3.63,25.25,22.15,1
68.76,140.93,6.88,44.93,13.17,0.62,20.66,45.65,4.24,34.16,11.18,1
71.7,142.41,7.93,45.42,14.25,0.67,17.59,44.23,3.83,29.95,1.78,1
65.24,136.91,10.12,52.86,12.52,0.7,19.97,38.19,4.51,31.48,3.94,1
66.79,143.42,15.13,63.82,13.84,0.94,22.51,31.99,5.59,38.44,4.12,1
71.55,153.99,19.02,67.44,14.81,1.03,13.44,33.44,3.7,21.41,3.35,1
69.7,146.69,17.18,67.01,17.38,0.97,13.01,32.47,3.85,29.59,6.34,1
75.25,158.34,13.81,63.58,18.99,0.88,12.51,34.39,3.3,19.38,4.87,1
73.03,140.13,7.3,50.4,17.23,0.78,8.17,40.43,2.17,10.09,1.25,1
77.71,153.78,6.07,40.96,18.85,0.73,6.61,46.03,2.14,8.52,0.97,1
76.5,157.71,11.3,49.16,17.3,0.76,9.93,40.13,3.22,20.89,4.08,1
73.78,165.61,14.97,62.35,20.56,0.92,15.09,27.73,4.47,39.4,14.59,1
74.7,164.93,18.53,71.55,18.51,0.94,24.2,28.57,6.74,51.33,16.8,1
75.43,161.34,9.06,64.0,19.24,0.82,15.91,34.38,4.14,26.42,6.54,1
75.77,143.85,3.95,47.6,20.95,0.74,6.42,39.24,2.5,14.29,1.66,1
78.62,146.0,3.45,39.74,21.51,0.68,5.24,40.02,2.27,9.16,1.25,1
72.03,120.93,3.27,37.2,19.45,0.62,4.84,40.0,1.79,7.86,0.74,1
74.37,132.9,3.09,39.21,19.81,0.66,5.55,37.84,2.17,8.85,0.99,1
75.13,145.13,3.24,42.04,23.37,0.75,10.91,35.6,3.68,26.28,4.9,1
75.55,150.46,4.44,44.72,22.12,0.74,13.59,35.82,3.4,23.92,2.85,1
73.51,156.89,7.91,57.06,22.61,0.83,9.96,30.21,3.69,34.31,6.64,1
75.34,154.77,5.36,53.23,23.79,0.78,9.28,30.69,3.26,25.86,5.06,1
78.12,159.37,4.02,51.49,22.85,0.72,11.05,31.88,3.2,23.24,2.45,1
70.0,148.16,6.89,58.07,20.39,0.76,11.84,29.49,3.67,32.62,10.7,1
66.4,129.97,4.63,46.24,19.07,0.68,6.44,33.19,2.46,12.2,1.3,1
47.29,93.9,5.79,33.37,15.8,0.46,5.3,32.82,1.24,6.16,0.75,1
60.93,106.81,2.98,37.74,18.07,0.53,4.71,33.93,1.64,9.02,0.84,1
59.22,112.52,4.03,40.03,18.59,0.58,5.47,29.43,1.58,7.54,0.91,1
36.51,80.89,2.97,29.33,16.06,0.46,4.8,26.51,1.01,3.99,0.51,3
36.21,62.98,3.29,28.89,16.55,0.52,6.04,23.49,1.96,10.58,0.75,3
51.29,74.22,6.08,32.05,21.41,0.55,9.21,13.14,3.67,27.18,0.92,3
71.62,104.9,5.27,38.41,17.74,0.62,10.45,18.86,4.28,35.42,1.06,1
64.42,114.66,5.12,39.62,17.1,0.54,12.83,29.15,4.02,35.12,0.87,1
55.6,118.88,4.74,49.58,15.05,0.57,16.51,33.69,3.79,32.83,1.78,1
63.8,121.95,5.22,51.35,17.81,0.66,9.26,29.69,2.71,17.9,7.33,1
66.44,115.34,3.97,45.36,17.81,0.64,5.43,34.07,2.09,11.14,1.66,1
62.22,117.17,3.93,47.27,16.59,0.64,6.77,29.72,2.03,13.09,1.43,1
60.26,107.15,3.47,41.85,17.74,0.59,5.07,34.63,1.89,10.08,1.4,1
63.75,115.35,3.44,42.48,18.18,0.64,5.28,38.6,1.94,7.39,2.79,1
63.26,120.36,3.35,45.85,16.95,0.67,7.07,38.11,2.34,11.62,1.41,1
68.06,130.57,4.64,45.84,17.45,0.71,6.27,34.76,1.91,12.52,1.36,1
58.46,110.45,2.62,35.49,16.3,0.54,6.17,40.27,1.18,5.4,0.53,1
58.24,133.58,8.67,48.41,14.22,0.64,10.22,29.95,2.11,18.41,10.15,1
55.67,157.47,7.5,43.21,15.07,0.59,13.22,35.28,3.19,31.91,19.0,1
58.82,162.47,3.61,39.43,17.78,0.54,28.83,34.46,2.59,26.09,1.17,1
58.64,119.01,2.34,35.55,19.22,0.57,7.38,32.49,1.76,11.69,0.82,1
64.14,119.19,3.96,46.13,15.79,0.63,5.18,30.71,1.79,7.94,1.05,1
64.94,137.41,3.93,56.54,13.74,0.65,6.0,29.39,2.02,10.03,1.62,1
62.79,128.51,5.08,47.79,16.03,0.68,4.32,35.52,1.79,8.47,0.98,1
38.84,86.91,3.95,38.74,13.93,0.54,3.41,28.5,0.94,4.27,0.39,1
48.34,103.18,8.06,46.78,18.61,0.64,8.0,28.7,2.12,19.35,6.88,3
45.12,94.43,4.42,44.87,18.23,0.55,6.81,26.53,2.15,18.63,6.75,1
65.14,136.33,10.09,51.92,19.36,0.73,9.02,34.67,3.47,28.29,3.58,1
55.8,113.45,4.0,38.85,14.51,0.56,5.59,31.04,1.73,11.39,1.13,1
35.07,79.95,4.53,31.3,12.87,0.47,3.81,22.5,0.86,4.36,0.53,3
39.32,89.56,4.07,35.72,12.13,0.54,4.09,27.44,1.09,6.5,0.66,3
44.63,107.69,4.93,43.43,14.51,0.64,5.25,29.65,1.31,6.53,1.03,3
57.13,133.36,4.92,51.31,17.74,0.71,6.7,32.58,2.0,16.22,2.49,1
46.64,104.32,4.04,39.75,12.82,0.57,5.81,33.16,1.54,11.14,5.77,1
49.41,119.44,2.39,37.02,14.39,0.52,11.5,35.68,1.88,15.46,3.05,3
54.83,136.81,5.65,46.58,16.45,0.58,11.07,28.01,4.61,31.48,6.78,1
57.06,126.1,5.27,44.72,19.6,0.62,11.17,25.47,3.11,31.11,16.59,1
50.34,127.96,3.77,37.89,14.67,0.52,9.8,29.24,2.25,24.56,5.3,1
55.59,129.12,5.27,45.3,14.27,0.6,9.83,26.37,1.95,16.23,4.16,1
33.05,72.5,4.5,30.47,12.6,0.44,3.78,23.5,1.44,5.96,0.6,3
35.27,68.92,3.83,28.79,10.72,0.5,4.01,25.1,1.11,6.54,0.44,3
40.97,95.61,3.81,34.92,12.87,0.6,8.92,33.65,1.62,13.82,2.04,3
59.27,160.94,4.66,42.82,13.75,0.64,14.57,26.83,3.46,36.86,16.9,1
62.5,160.54,6.31,51.51,20.35,0.74,20.09,32.22,4.28,45.07,16.55,1
66.8,166.23,9.08,57.64,23.55,0.88,23.3,36.21,6.73,58.97,15.98,1
66.34,154.68,4.56,45.68,19.37,0.67,13.99,32.16,3.23,28.93,6.32,1
49.68,118.38,5.08,39.57,15.47,0.62,5.59,26.07,1.54,11.43,1.71,1
45.2,108.68,5.39,32.1,14.75,0.44,4.96,26.28,0.92,5.87,0.62,1
36.59,95.23,5.19,29.5,12.63,0.41,4.82,26.75,0.9,5.38,0.61,3
40.84,105.87,4.43,30.23,12.65,0.41,5.24,29.0,1.15,8.04,1.89,3
41.23,112.41,3.02,30.87,10.46,0.5,5.42,35.6,1.14,7.24,0.95,1
41.63,110.33,3.87,34.6,10.64,0.44,7.95,32.13,1.28,9.19,7.52,1
48.94,121.89,4.66,35.69,14.58,0.57,9.87,32.17,1.41,9.95,4.2,1
39.06,110.0,3.66,31.2,12.57,0.71,5.68,33.27,1.73,6.18,0.67,1
37.73,95.18,3.61,31.16,14.01,0.54,4.56,25.92,0.97,6.08,0.42,3
39.82,102.44,3.39,36.09,14.37,0.57,7.62,30.19,1.4,11.28,0.91,3
30.77,74.26,3.75,29.56,13.61,0.58,4.31,26.68,0.91,5.9,0.55,3
41.63,94.54,7.42,30.7,15.75,0.58,4.37,27.83,1.1,6.0,0.47,3
41.06,90.51,2.57,26.62,18.76,0.66,5.08,31.53,0.87,5.35,0.35,3
36.35,86.97,2.47,28.41,14.34,0.59,7.76,30.83,1.3,11.6,3.13,3
43.36,111.13,3.68,37.47,13.78,0.73,6.14,31.37,1.74,15.13,1.45,1
50.52,118.89,3.99,36.62,14.17,0.69,7.32,34.52,1.83,14.78,1.22,1
50.06,117.86,4.11,38.91,13.23,0.71,7.35,34.56,1.8,9.53,1.31,1
51.5,123.44,5.91,40.1,14.37,0.74,7.21,31.57,2.18,15.13,2.13,1
48.51,115.06,4.51,36.61,15.65,0.65,6.45,34.62,1.86,12.88,2.49,1
55.2,136.99,3.57,40.49,15.37,0.74,9.55,36.1,2.24,19.35,2.02,1
59.8,146.25,5.28,47.46,17.95,0.79,10.09,37.07,2.41,18.76,2.01,1
59.21,140.7,3.97,37.75,16.4,0.81,7.18,41.34,1.83,11.34,1.41,1
48.49,137.92,2.93,34.71,19.61,0.71,5.63,38.94,1.39,8.01,2.78,1
37.8,115.93,5.39,36.39,15.9,0.56,7.18,36.69,3.26,13.07,4.72,1
43.82,119.4,4.29,35.96,16.27,0.59,6.48,40.44,1.94,13.25,1.6,1
45.6,116.3,4.55,34.95,16.25,0.67,5.57,36.41,1.88,11.7,0.97,1
39.01,104.02,4.71,32.84,14.24,0.58,5.26,34.99,1.52,9.57,1.03,1
31.28,84.24,2.63,27.38,14.06,0.46,7.11,53.76,1.15,11.96,2.32,3
37.69,80.2,5.95,34.78,15.89,0.57,8.13,43.5,1.33,12.54,2.16,3
33.48,79.56,3.5,25.54,14.29,0.48,5.59,41.68,0.85,7.16,0.99,3
33.08,85.8,4.7,34.43,13.2,0.68,6.35,34.53,1.31,7.86,1.01,3
40.63,99.2,6.5,41.49,16.04,0.75,8.36,29.18,1.51,12.75,0.88,3
42.14,105.98,7.75,41.35,13.09,0.77,8.54,31.83,1.41,14.18,3.73,3
31.45,73.52,3.62,29.76,12.4,0.51,8.56,32.91,4.19,10.04,0.84,3
36.35,98.89,3.8,32.58,12.85,0.54,9.78,42.54,1.48,12.47,0.6,3
32.69,82.36,3.97,40.08,12.16,0.63,7.85,46.0,2.26,15.23,1.73,3
41.0,102.32,4.6,41.38,12.37,0.67,8.61,37.66,2.18,15.01,2.32,1
37.57,97.74,3.48,35.15,11.56,0.54,6.78,39.51,1.52,9.0,1.34,3
39.47,111.85,3.88,34.63,12.53,0.55,7.05,47.0,1.67,12.24,4.77,1
33.26,87.34,3.07,28.9,11.91,0.5,5.59,40.01,1.02,9.89,2.03,3
43.07,109.83,3.22,33.19,14.45,0.61,6.17,42.42,1.76,14.37,1.78,3
30.74,67.2,2.92,30.7,12.78,0.51,2.86,42.07,1.13,8.95,0.82,3
25.52,60.36,2.9,28.22,13.04,0.54,3.16,37.92,1.1,7.59,0.6,3
24.77,59.67,2.78,25.56,11.97,0.5,3.73,39.44,0.75,3.95,1.29,3
27.5,61.15,2.68,26.94,11.99,0.53,3.66,42.82,0.87,3.95,0.41,3
34.65,83.12,6.98,38.86,14.05,0.77,6.3,45.19,1.55,8.79,1.54,3
29.87,81.6,2.89,32.63,10.98,0.6,4.16,46.82,1.44,8.4,0.7,3
36.16,98.68,4.14,34.65,11.81,0.65,4.87,49.41,1.69,14.14,0.87,1
43.87,116.45,3.31,30.94,13.17,0.6,5.83,61.91,1.65,11.53,0.79,1
51.92,134.45,4.83,37.2,15.48,0.71,6.0,54.12,1.8,14.25,1.71,1
41.82,112.97,3.04,27.4,11.89,0.6,7.03,46.78,1.21,9.22,2.56,1
39.66,98.53,3.67,26.75,12.63,0.63,6.19,48.48,1.25,5.41,0.55,1
38.87,101.79,2.19,24.08,13.06,0.58,6.81,45.87,1.01,5.35,0.66,3
36.43,111.66,2.86,24.25,15.53,0.56,5.57,40.78,0.92,4.44,0.41,3
38.41,141.06,3.1,26.61,10.86,0.49,8.07,41.64,1.29,7.24,5.07,1
36.05,146.83,1.46,23.87,16.18,0.43,9.12,47.23,1.3,4.57,2.54,1
32.12,123.19,1.55,25.55,20.57,0.48,11.55,42.01,1.0,5.53,4.19,1
36.53,126.81,3.4,32.84,27.01,0.53,12.2,36.18,2.19,10.37,6.5,1
43.68,135.12,6.78,41.05,22.07,0.8,13.57,33.27,4.06,26.06,6.63,1
52.95,152.18,13.86,54.4,19.48,1.08,12.38,33.49,6.25,35.39,12.32,1
47.23,152.96,5.38,42.65,20.71,0.78,11.17,39.92,5.02,33.18,8.48,1
46.82,139.1,7.03,40.85,21.34,0.76,11.69,35.35,4.91,33.17,11.33,1
46.39,139.05,9.34,44.32,21.97,0.8,16.44,35.22,5.89,42.79,11.86,1
48.29,136.64,1.98,27.81,20.92,0.72,9.88,47.78,3.01,28.16,5.02,1
37.24,95.62,1.63,24.18,16.92,0.59,5.39,52.22,1.34,9.3,1.8,1
41.34,108.46,2.28,26.81,16.18,0.62,6.61,52.29,1.82,13.6,5.55,1
38.89,105.12,1.7,24.57,14.93,0.5,5.5,55.14,1.46,13.72,1.82,3
42.5,110.8,2.31,28.26,14.87,0.63,5.83,45.58,1.76,13.49,3.06,1
36.62,102.17,3.4,28.08,16.04,0.61,8.98,38.79,3.14,22.47,6.88,3
43.35,123.1,2.41,25.97,15.96,0.59,7.43,42.46,2.35,23.06,6.91,1
48.5,144.54,3.83,29.47,16.88,0.63,10.74,37.63,2.44,21.82,6.62,1
55.84,158.9,7.38,39.35,16.8,0.84,13.51,40.31,4.49,34.93,6.16,1
48.9,124.74,1.7,22.09,16.66,0.58,6.3,52.92,1.81,11.18,1.06,1
43.6,114.83,2.23,20.39,13.28,0.5,5.97,53.16,4.23,7.83,0.62,1
36.78,94.33,1.8,22.19,12.62,0.51,6.41,56.64,3.96,9.83,2.26,1
44.73,111.01,1.73,21.49,12.13,0.53,5.38,53.87,1.07,6.1,0.39,1
37.62,92.55,3.72,24.68,11.42,0.63,6.35,50.74,1.76,8.55,1.35,3
46.56,128.82,5.68,33.57,12.5,0.68,7.62,41.11,1.99,12.41,3.25,1
49.91,144.06,7.15,44.65,16.25,0.82,9.65,36.25,3.46,19.3,3.48,1
41.93,124.03,3.57,32.43,19.38,0.56,7.74,38.17,1.71,13.43,1.96,1
41.88,128.79,2.92,33.95,17.33,0.6,5.92,42.15,1.41,10.47,1.26,1
52.22,148.7,3.2,41.52,18.68,0.79,7.43,47.71,2.68,20.27,4.26,1
42.3,120.31,2.69,23.98,16.58,0.56,6.04,55.34,1.07,6.02,0.57,1
39.47,107.63,1.69,24.28,12.37,0.59,4.32,48.05,1.17,6.15,0.47,1
34.95,95.7,2.3,25.81,12.64,0.54,4.88,45.42,1.1,6.95,1.58,3
44.33,127.37,3.35,30.78,11.35,0.66,5.89,42.0,1.62,12.26,1.63,1
27.67,71.14,2.01,19.27,12.06,0.44,4.86,39.38,0.55,2.78,1.07,3
24.01,54.95,1.65,23.84,12.54,0.42,4.5,49.99,0.8,4.6,2.79,3
35.63,92.7,2.79,30.32,15.16,0.61,5.33,46.52,0.86,4.29,0.9,3
35.67,104.77,1.72,23.98,13.39,0.43,4.84,52.02,0.9,5.41,0.38,1
28.41,68.55,1.8,22.08,12.67,0.47,5.89,59.34,0.94,6.24,0.33,3
32.08,65.33,2.93,30.99,13.21,0.69,5.04,50.4,1.44,10.11,0.71,3
31.14,67.58,1.98,23.4,15.79,0.45,5.98,54.96,0.86,4.54,0.34,3
23.71,54.49,1.79,20.71,13.74,0.43,6.06,54.44,0.51,3.12,0.18,3
12.39,38.63,2.03,19.18,9.94,0.36,5.11,38.66,0.34,5.28,0.15,3
8.7,31.33,1.64,15.47,7.84,0.32,5.25,34.8,0.18,1.13,0.2,0
11.21,28.99,2.12,17.24,11.45,0.32,5.75,25.66,0.15,0.94,0.05,0
15.94,40.79,1.83,14.46,7.89,0.32,4.75,25.63,0.17,0.86,0.06,0
22.29,62.18,2.25,13.52,9.4,0.31,5.46,25.28,0.28,1.3,0.15,3
19.58,61.02,1.62,9.26,7.41,0.29,4.29,25.32,0.28,1.19,0.05,3
23.78,73.19,1.95,12.02,13.91,0.32,5.56,22.92,0.25,1.78,0.16,3
22.29,62.52,1.87,10.98,16.79,0.32,4.82,25.52,0.28,1.91,0.16,3
21.59,63.26,1.98,11.54,8.03,0.33,6.26,26.23,0.24,0.91,0.05,3
18.96,56.2,1.96,11.05,10.23,0.32,6.32,27.66,0.31,1.45,0.13,3
28.11,64.68,2.89,16.83,7.62,0.42,4.86,29.42,0.93,5.71,1.05,3
24.75,40.82,1.95,15.01,11.75,0.36,4.34,33.89,0.65,3.9,0.79,3
26.44,48.17,2.34,19.64,9.98,0.46,4.77,25.89,0.78,4.58,0.55,3
25.45,48.67,2.43,19.86,10.58,0.48,5.04,31.78,1.0,7.41,3.04,3
27.0,52.03,3.58,23.58,18.18,0.56,5.03,28.48,1.55,8.92,1.93,3
18.07,38.92,2.21,13.79,16.82,0.29,4.29,25.99,0.41,3.19,0.45,3
9.85,25.11,2.18,11.88,10.9,0.27,4.55,26.41,0.17,0.84,0.06,0
9.89,21.02,1.94,9.71,7.43,0.34,3.51,24.92,0.16,0.7,0.07,0
12.75,24.02,2.15,13.54,7.07,0.34,3.99,21.45,0.18,1.0,0.07,0
18.55,35.16,2.28,16.94,15.94,0.34,5.0,24.0,0.32,2.43,0.16,0
18.32,38.86,2.64,14.66,15.43,0.35,5.62,21.07,0.32,1.89,0.09,0
17.75,29.98,2.93,14.34,9.48,0.36,3.99,17.96,0.22,1.12,0.09,0
20.08,45.27,2.08,12.48,7.7,0.35,3.65,19.24,0.21,2.06,0.1,0
17.71,38.88,2.08,13.84,8.77,0.36,4.07,18.73,0.36,1.19,0.26,0
16.27,33.26,2.18,13.5,7.13,0.37,3.39,17.83,0.21,1.58,0.12,0
15.95,38.56,1.88,8.82,5.7,0.39,3.28,19.48,0.2,1.44,0.37,0
